1.0442,0.29061,1
0.5876,0.73216,1
1.6473,-0.36901,-1
2.0402,-0.34814,-1
0.11948,0.031818,-1
1.0201,0.54572,1
1.2859,-0.36764,-1
0.027617,0.93396,1
0.95198,0.56487,1
2.2076,-0.29606,-1
0.94929,0.010776,1
2.0469,0.047667,-1
-0.70646,0.81217,1
1.4354,-0.26443,-1
-0.64756,0.78003,1
2.2112,-0.071484,-1
1.9113,-0.10941,-1
1.3561,-0.49709,-1
1.1548,0.12379,1
0.069284,0.90689,1
1.532,-0.51696,-1
2.5339,0.45408,-1
0.95864,0.021793,1
0.095081,0.29696,-1
0.79672,0.83228,1
0.20103,-0.20849,-1
1.1633,-0.49543,-1
1.5989,-0.29652,-1
-1.0886,0.1312,1
-0.64128,0.81873,1
0.29986,-0.076197,-1
0.25172,0.13341,-1
2.3532,0.41253,-1
0.69475,0.76147,1
0.48195,1.0381,1
1.168,0.10842,1
-0.75744,0.58899,1
1.3273,-0.29937,-1
1.9486,-0.16346,-1
0.013545,0.8877,1
-0.079915,1.0161,1
1.7954,-0.48771,-1
-1.1385,0.20283,1
1.7779,-0.29308,-1
0.62015,-0.33771,-1
0.094553,0.057927,-1
1.6533,-0.50443,-1
0.11317,0.36307,-1
0.61293,-0.39069,-1
0.39127,-0.27587,-1
0.46797,0.94118,1
1.1163,0.14178,1
0.8262,0.61845,1
0.6851,0.83962,1
0.84202,-0.29835,-1
2.1819,0.43037,-1
-1.0265,0.40372,1
1.9156,-0.42355,-1
-0.15292,0.8168,1
-1.0824,0.3345,1
0.37265,0.80963,1
0.57589,-0.31332,-1
0.72941,-0.21652,-1
0.44502,-0.30129,-1
0.2051,1.0819,1
0.22362,0.097371,-1
0.42535,0.84898,1
0.57156,0.73532,1
2.0422,-0.29587,-1
-1.0793,0.12446,1
1.0599,0.58226,1
0.91096,-0.35317,-1
2.2781,0.31384,-1
0.096838,0.47983,-1
0.88904,-0.61799,-1
0.98028,0.71375,1
1.7885,-0.20655,-1
0.97195,0.53263,1
0.58241,0.8382,1
2.3646,0.32747,-1
0.028908,0.15061,-1
1.139,0.13852,1
0.14265,-0.045452,-1
1.9318,-0.20413,-1
-0.088243,0.064609,-1
2.0901,-0.061108,-1
0.9031,0.86861,1
1.027,0.068207,1
1.0634,0.32267,1
0.022162,0.16902,-1
2.0386,0.11033,-1
0.84673,0.67372,1
0.85785,0.28367,1
-0.44388,0.66002,1
0.39649,0.91581,1
0.030447,0.12719,-1
-0.50781,0.96345,1
-0.95051,0.54089,1
-1.1245,0.045627,1
2.1366,0.18245,-1
0.99288,-0.57329,-1
1.4226,-0.32821,-1
1.5881,-0.29657,-1
2.1835,-0.10027,-1
0.15193,0.13064,-1
0.76347,0.58828,1
0.89053,0.71354,1
0.62329,0.77678,1
-1.0738,0.63577,1
1.9069,-0.15744,-1
0.67695,0.68106,1
-0.74268,0.39331,1
0.62328,-0.38666,-1
1.2347,0.1003,1
-0.71958,1.0636,1
0.58794,0.86573,1
0.102,1.0158,1
0.80083,0.46824,1
-1.0365,0.31193,1
1.9491,-0.020528,-1
-1.179,0.10636,1
1.0441,-0.49223,-1
1.6921,-0.3029,-1
1.6548,-0.51463,-1
1.4096,-0.41991,-1
-0.0035627,0.018063,-1
-0.074741,0.14477,-1
0.97326,0.2649,1
1.0162,0.20433,1
1.2458,-0.46346,-1
-0.3666,0.66929,1
1.5433,-0.41146,-1
2.1156,0.08327,-1
-0.81173,0.41866,1
1.896,0.49516,-1
1.6997,-0.43026,-1
0.54838,0.86922,1
1.1193,0.097599,1
1.8452,-0.17161,-1
1.6007,-0.33935,-1
0.9886,0.34221,1
1.2367,-0.47263,-1
0.11351,0.032826,-1
0.39453,0.87174,1
-0.30405,1.178,1
0.079267,-0.058227,-1
1.6856,-0.33953,-1
1.0201,0.50265,1
2.1183,0.28146,-1
-0.94949,0.047052,1
2.1318,0.23186,-1
1.6168,-0.37698,-1
-1.0543,0.50257,1
0.14173,0.37131,-1
0.31117,-0.32028,-1
1.1272,-0.44291,-1
-0.7643,1.0471,1
-0.95943,0.39415,1
-0.10354,0.37688,-1
2.1792,0.40496,-1
0.76181,0.71039,1
1.0349,0.1378,1
1.975,0.072882,-1
-0.74744,0.69825,1
0.41411,0.76206,1
1.7916,-0.22711,-1
1.3356,-0.3992,-1
-0.013019,0.064853,-1
0.49658,0.89328,1
2.1697,-0.10946,-1
1.2135,-0.37259,-1
0.88349,0.063248,1
-0.24677,0.80765,1
-0.0099091,0.39068,-1
-1.0047,0.67107,1
0.86769,0.47584,1
1.127,0.24233,1
1.7213,-0.35347,-1
0.99119,0.6281,1
1.9458,-0.055688,-1
1.2223,-0.43469,-1
1.074,-0.59859,-1
1.0619,0.39585,1
0.51881,-0.45323,-1
0.68615,0.58866,1
-0.82466,0.69321,1
-1.0329,0.32543,1
1.1201,0.54814,1
1.0288,-0.34349,-1
0.37568,0.03246,-1
-0.93569,0.35635,1
1.0828,0.18413,1
-0.24214,0.88375,1
1.3748,-0.4874,-1
-0.29155,1.049,1
-1.1344,0.077178,1
-0.94612,0.37415,1
-1.1212,0.24611,1
1.8347,-0.29292,-1
-1.0421,0.054473,1
-0.68896,0.76128,1
-0.032941,0.76012,1
-0.40293,0.89638,1
1.3362,-0.49873,-1
0.96682,0.36899,1
0.26117,0.87771,1
0.66832,-0.47404,-1
1.5468,-0.27876,-1
1.6167,-0.26128,-1
-1.0758,0.37611,1
0.32164,1.024,1
0.24604,-0.052481,-1
0.94716,-0.41094,-1
0.44083,-0.39193,-1
0.84172,0.1583,1
-1.2675,0.055839,1
0.54417,-0.38125,-1
-1.0265,0.32207,1
0.54567,0.89435,1
1.0211,0.090611,1
-0.78424,0.58668,1
-0.19949,0.99435,1
1.092,0.015842,1
1.4088,-0.46299,-1
0.66117,-0.56801,-1
-0.0092054,0.77337,1
-0.014079,0.28954,-1
-0.69293,0.90926,1
-0.73131,0.68291,1
1.02,0.4431,1
-0.05626,0.0715,-1
0.90517,-0.32905,-1
0.35742,0.8719,1
1.7137,-0.19166,-1
0.037205,0.25944,-1
-0.83521,0.68838,1
0.24527,0.9628,1
1.9032,0.2484,-1
1.0871,0.14452,1
0.97294,-0.46523,-1
-0.96072,0.39307,1
0.24695,-0.047585,-1
0.40372,0.93671,1
0.71438,0.71694,1
1.3938,-0.61757,-1
0.89771,0.52612,1
2.0259,-0.28475,-1
-0.053802,0.12483,-1
0.018335,1.1149,1
-0.01392,0.059705,-1
1.8505,0.078794,-1
-1.1121,0.23017,1
-0.016687,0.91833,1
-0.11412,0.23251,-1
-0.91861,0.20012,1
-1.0708,0.013029,1
-0.8638,0.52663,1
0.15886,-0.22547,-1
0.41002,0.80537,1
0.65242,-0.34584,-1
0.50615,0.82116,1
0.2661,-0.028604,-1
1.4536,-0.38558,-1
-1.2019,0.31625,1
1.7151,-0.54008,-1
0.076711,0.86435,1
2.0628,0.27461,-1
-1.1157,0.42305,1
2.0755,0.1297,-1
0.55393,0.90876,1
2.09,-0.23051,-1
0.42865,0.88436,1
-1.068,0.3367,1
0.88595,-0.43919,-1
-0.1466,0.8474,1
0.71399,-0.38154,-1
-0.60198,0.6876,1
-0.64251,0.88403,1
-0.909,0.87616,1
